code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
002311,海大集团,饲料,广东,165.61,152689.17,154055.56,901658.13,446803.19,281325.63,140096.94,0.91,0.025,3.28,5.15,20091127
002644,佛慈制药,中成药,甘肃,143.74,51065.69,51065.69,163812.56,132468.38,15344.25,32801.31,0.64,0.018000000000000002,2.43,4.27,20111222
000056,皇庭国际,房产服务,深圳,168.81,14305.55,57389.23,839369.88,25492.38,5631.31,234902.02,4.09,0.036000000000000004,8.75,2.74,19960708
002094,青岛金王,日用化工,山东,164.16,32184.16,37724.51,207320.92,129544.17,16382.82,1581.75,0.04,0.04,2.41,10.89,20061215
600175,美都能源,综合类,浙江,0.0,144803.31,357648.88,1474448.75,662341.5,18000.74,140732.16,0.39,-0.026000000000000002,1.81,2.64,19990408
000030,富奥股份,汽车配件,吉林,14.79,124723.36,129325.14,827735.75,381816.88,172522.5,52591.95,0.41,0.121,3.75,1.91,19930929
300256,星星科技,元器件,浙江,326.83,29388.48,64947.66,645269.31,304279.09,102928.5,292149.38,4.5,0.013999999999999999,5.01,3.66,20110819
002653,海思科,化学制药,西藏,97.15,37512.64,108027.0,294955.13,109689.27,48368.1,2792.73,0.03,0.039,1.95,7.75,20120117
000520,长航凤凰,水运,湖北,867.97,101208.34,101208.34,52274.82,38575.71,11473.55,195886.7,1.94,0.003,0.26,34.14,19931025
002251,步 步 高,超市连锁,湖南,18.58,64954.21,77898.54,1263708.63,471160.94,326144.22,298625.31,3.83,0.16,6.48,1.84,20080619
300476,胜宏科技,元器件,广东,61.22,18337.24,37390.0,207010.81,133941.27,64832.16,78898.5,2.11,0.107,3.44,7.6,20150611
600446,金证股份,软件服务,深圳,234.87,80140.95,83500.95,336632.38,195580.77,7637.06,1005.24,0.01,0.035,1.57,20.66,20031224
300030,阳普医疗,医疗保健,广东,152.25,24140.03,30879.58,136087.2,49008.18,30747.6,39441.05,1.28,0.023,3.0,4.73,20091225
000066,长城电脑,电脑设备,深圳,0.0,132357.02,132359.39,3736715.25,2801229.0,356100.91,69500.65,0.53,-0.015,1.93,5.32,19970626
300149,量子高科,食品,广东,134.5,42210.0,42210.0,76439.67,47597.25,14509.95,8031.21,0.19,0.035,1.76,10.76,20101222
603969,银龙股份,其他建材,天津,215.34,13187.41,40000.0,158981.63,117689.95,18144.82,67153.43,1.68,0.015,3.79,3.32,20150227
600548,深高速,路桥,深圳,16.96,143327.03,218077.03,3191967.75,887960.38,112137.32,227435.16,1.04,0.115,5.79,1.35,20011225
002579,中京电子,元器件,广东,14.7,35046.0,35046.0,134006.02,57578.98,62597.26,14640.12,0.42,0.253,2.11,7.05,20110506
000810,创维数字,元器件,四川,28.95,39216.85,99850.32,643069.88,550022.44,35335.55,2983.4,0.03,0.14800000000000002,2.22,7.74,19980602
002172,澳洋科技,化纤,江苏,53.05,53754.96,69488.14,387278.63,154046.09,191868.94,79209.88,1.14,0.048,1.51,6.66,20070921
300302,同有科技,软件服务,北京,385.71,23023.02,42147.0,79648.78,68653.5,8623.12,26068.45,0.62,0.019,1.39,20.69,20120321
600282,南钢股份,普钢,江苏,206.42,387575.25,396207.25,3503177.25,912628.63,2227345.25,61409.66,0.15,0.003,1.59,1.46,20000919
000887,中鼎股份,橡胶,安徽,27.85,111391.61,121469.5,782141.44,460323.19,150115.44,36378.14,0.3,0.21,3.49,6.19,19981203
002013,中航机电,航空,湖北,0.0,57158.87,160383.7,1988931.0,1349509.75,283192.5,354853.72,2.21,-0.019,4.4,2.8,20040705
002701,奥瑞金,广告包装,北京,16.14,152225.77,235522.56,1168606.13,441478.94,287009.16,104442.86,0.44,0.131,1.98,4.27,20121011
000669,金鸿能源,供气供热,吉林,23.31,47852.6,48600.62,1025972.31,211138.91,419380.97,178997.97,3.68,0.17300000000000001,8.01,2.02,19961210
600250,南纺股份,商贸代理,江苏,0.0,25869.25,25869.25,173167.98,80925.5,10600.01,18689.47,0.72,-0.081,1.18,9.79,20010306
603555,贵人鸟,服饰,福建,45.88,11388.5,61400.0,523412.75,352440.66,53910.46,83873.81,1.37,0.134,4.02,6.11,20140124
601226,华电重工,专用机械,北京,166.57,36750.0,115500.0,828830.25,690326.19,99897.2,122008.38,1.06,0.013999999999999999,3.21,2.87,20141211
000026,飞亚达Ａ,其他商业,深圳,43.19,31107.0,43874.48,408945.66,300048.75,36102.44,106245.56,2.42,0.062,5.32,2.02,19930603
600815,厦工股份,工程机械,福建,0.0,95897.0,95897.0,1010867.13,759476.69,127209.38,202143.91,2.11,-0.077,3.13,1.95,19940128
002038,双鹭药业,生物制药,北京,32.41,56699.69,68490.0,391008.16,271307.78,30799.02,739.4,0.01,0.218,5.44,5.19,20040909
300001,特锐德,电气设备,山东,106.48,82438.09,100196.47,625525.75,431200.81,85296.32,84787.67,0.85,0.05,2.51,8.49,20091030
600706,曲江文旅,旅游服务,陕西,57.47,17790.86,17950.97,171921.27,63570.57,84793.77,44848.15,2.5,0.076,4.71,3.71,19960516
600137,浪莎股份,服饰,四川,191.61,9721.75,9721.75,53147.26,38313.6,9150.8,34179.76,3.52,0.037000000000000005,4.57,6.15,19980416
300309,吉艾科技,专用机械,北京,0.0,18741.14,43454.8,265153.06,128461.51,22550.34,48559.3,1.12,-0.025,2.95,4.12,20120410
002552,宝鼎科技,机械基件,浙江,0.0,16789.89,30000.0,119571.61,30071.66,39074.9,34032.12,1.13,-0.043,2.65,5.15,20110225
600517,置信电气,电气设备,上海,39.92,111366.89,135616.78,882811.38,678613.44,72340.18,37716.26,0.28,0.057,2.4,3.78,20031010
002356,赫美集团,服饰,深圳,89.88,24000.0,31047.43,338783.44,244525.84,18653.36,98541.84,3.17,0.065,5.07,4.63,20100209
000011,深物业A,区域地产,深圳,3121.92,17586.25,59597.91,533090.19,458026.25,8233.05,11995.15,0.2,0.001,3.52,3.43,19920330
600518,康美药业,中成药,广东,16.87,439742.91,441711.91,3952194.5,3071944.75,485730.59,365727.56,0.83,0.22399999999999998,4.49,3.37,20010319
600867,通化东宝,生物制药,吉林,41.38,135791.53,136299.73,394258.34,167626.05,110266.05,20822.68,0.15,0.11900000000000001,1.92,10.2,19940824
600740,山西焦化,焦炭加工,山西,0.0,65683.27,76570.0,1069433.88,470732.94,406410.91,225612.02,2.95,-0.129,2.48,2.13,19960808
600708,光明地产,全国地产,上海,68.2,50838.26,131872.0,5110169.5,4949891.5,34614.73,244547.84,1.85,0.03,6.05,1.37,19960606
000671,阳 光 城,区域地产,福建,49.0,326542.69,404819.28,7249678.5,7028941.0,20765.67,362575.63,0.9,0.031,3.04,1.98,19961218
000070,特发信息,通信设备,深圳,59.02,25861.18,31349.74,438611.66,303310.22,52136.51,95829.52,3.06,0.111,5.07,5.19,20000511
300194,福安药业,化学制药,重庆,43.28,15877.41,28199.94,249740.47,113279.82,70798.11,150141.2,5.32,0.10800000000000001,7.68,2.44,20110322
300055,万邦达,环境保护,北京,53.23,64327.32,86518.47,576082.31,297135.91,67233.0,139228.97,1.61,0.081,4.03,4.28,20100226
000422,湖北宜化,农药化肥,湖北,100.53,89781.29,89786.67,4098662.0,1422630.63,1910812.25,176477.3,1.97,0.015,7.93,0.76,19960815
000958,东方能源,火力发电,河北,10.87,25047.96,55113.66,498564.06,87846.72,367964.06,181381.22,3.29,0.31,4.53,2.98,19991223
600725,*ST云维,焦炭加工,云南,0.0,61623.5,61623.5,779519.06,254848.27,359112.38,181134.06,2.94,-0.239,-3.27,-1.37,19960702
600477,杭萧钢构,钢加工,浙江,48.36,79975.88,105191.65,595155.75,493244.44,71392.9,46255.59,0.44,0.035,1.63,4.13,20031110
000153,丰原药业,化学制药,安徽,116.68,31197.72,31214.11,244564.91,104828.15,63836.2,47792.53,1.53,0.021,3.64,2.67,20000920
002337,赛象科技,化工机械,天津,0.0,56479.39,59428.26,164272.86,107884.21,23765.59,44354.68,0.75,-0.015,2.01,3.69,20100115
000915,山大华特,化学制药,山东,30.13,17937.64,18025.5,217065.72,113039.55,53049.63,3458.53,0.19,0.259,6.37,4.89,19990609
002068,黑猫股份,化工原料,江西,0.0,60696.05,60706.35,611866.69,280901.38,286085.69,84545.38,1.39,-0.107,3.1,2.15,20060915
000737,南风化工,日用化工,山西,0.0,54874.35,54876.0,314224.28,173841.95,96986.25,62494.98,1.14,-0.064,0.22,23.25,19970428
002087,新野纺织,纺织,河南,58.52,51975.83,51975.83,669089.75,362468.13,218366.55,60063.68,1.16,0.032,3.92,1.88,20061130
600436,片仔癀,中成药,福建,40.2,60331.71,60331.71,432762.56,290642.97,25834.92,80824.9,1.34,0.243,5.48,7.13,20030616
603000,人民网,互联网,北京,115.01,110569.1,110569.1,353944.72,173692.47,17365.85,74500.5,0.67,0.035,2.47,6.52,20120427
600610,中毅达,建筑施工,上海,0.0,29073.46,107127.46,122876.7,108466.13,795.73,38262.12,0.36,-0.006,1.08,12.25,19920805
600085,同仁堂,中成药,北京,35.33,137147.03,137147.03,1501384.0,1200346.13,136966.73,201245.34,1.47,0.192,5.38,5.04,19970625
000068,华控赛格,元器件,深圳,0.0,89667.14,100667.14,71611.4,34903.42,19342.2,119427.15,1.19,-0.013000000000000001,0.6,15.92,19970611
601996,丰林集团,林业,广西,287.16,46891.19,46891.19,215498.41,138022.38,55784.35,72104.03,1.54,0.006,3.67,1.99,20110929
600876,洛阳玻璃,玻璃,河南,7699.6,25001.82,52676.69,135307.91,54031.75,67769.93,112008.35,2.13,0.001,0.93,27.56,19951031
600818,中路股份,文教休闲,上海,447.4,23795.78,32144.78,89799.21,33147.55,12325.82,6118.18,0.19,0.017,1.44,21.26,19940128
000959,首钢股份,普钢,北京,0.0,120615.02,528938.94,6512641.5,471814.5,3451456.75,1310085.0,2.48,-0.091,4.16,0.88,19991216
000078,海王生物,生物制药,深圳,87.01,182534.41,188128.45,1351361.0,1201389.13,38491.55,149381.13,0.79,0.021,0.99,7.35,19981218
600500,中化国际,商贸代理,上海,67.23,172312.45,208301.27,4597185.0,2100683.25,941595.63,444159.94,2.13,0.032,5.47,1.59,20000301
600322,天房发展,区域地产,天津,360.73,110570.0,110570.0,2607563.5,2446664.25,11315.07,220524.2,1.99,0.003,4.11,1.06,20010910
000025,特 力Ａ,汽车服务,深圳,604.49,17929.46,29728.16,114613.4,32182.53,13460.3,56419.26,1.9,0.021,2.94,17.04,19930621
300279,和晶科技,元器件,江苏,87.93,8279.69,16033.63,211635.66,99634.06,34859.3,77070.0,4.81,0.126,7.31,6.06,20111229
000812,陕西金叶,广告包装,陕西,167.41,44623.14,44737.57,199745.63,116183.57,51832.85,1820.57,0.04,0.013999999999999999,1.97,4.77,19980623
000748,长城信息,电脑设备,湖南,920.58,80207.97,81481.85,651721.0,241734.22,21774.92,97039.71,1.19,0.005,5.76,3.02,19970704
300231,银信科技,软件服务,北京,96.16,26118.58,33631.39,84480.06,69464.75,8268.36,7447.15,0.22,0.045,1.51,11.47,20110615
600370,三房巷,纺织,江苏,71.91,79724.42,79724.42,162742.17,122742.47,36498.21,53735.46,0.67,0.018000000000000002,1.53,3.31,20030306
002700,新疆浩源,供气供热,新疆,56.77,31309.33,42242.69,102930.77,50221.25,40865.43,2375.48,0.06,0.06,2.05,6.67,20120921
000514,渝 开 发,区域地产,重庆,0.0,84377.06,84377.09,728028.94,500370.41,153131.06,118617.51,1.41,-0.006,3.3,2.18,19930712
300016,北陆药业,中成药,北京,83.78,24856.34,33050.96,108885.01,57893.05,18745.45,32867.28,0.99,0.062,2.76,7.54,20091030
600452,涪陵电力,水力发电,重庆,53.79,16000.0,16000.0,125455.05,53962.23,50774.9,28120.63,1.76,0.15,4.49,7.19,20040303
000637,茂化实华,石油加工,广东,77.13,36648.55,51987.53,119526.17,71201.05,36128.75,697.15,0.01,0.021,1.67,3.85,19961114
300394,天孚通信,通信设备,江苏,58.07,6801.41,18585.0,73992.43,55290.86,10451.28,33292.35,1.79,0.154,3.8,9.43,20150217
002361,神剑股份,化工原料,安徽,53.65,54624.55,86259.56,236342.47,151361.02,40364.12,91592.24,1.06,0.033,2.03,3.53,20100303
000090,天健集团,建筑施工,深圳,60.81,77354.2,119778.54,1582068.88,1312925.75,17032.15,262307.0,2.19,0.035,4.98,1.72,19990721
000058,深 赛 格,元器件,深圳,111.09,53826.6,78479.89,261075.8,135762.27,3685.96,50655.35,0.65,0.023,1.9,5.27,19961226
000534,万泽股份,区域地产,广东,0.0,49104.12,49178.51,334597.97,302657.38,10951.71,37054.34,0.75,-0.054000000000000006,2.61,5.47,19940110
600345,长江通信,通信设备,湖北,80.39,19800.0,19800.0,167021.75,70953.42,4910.27,39414.35,1.99,0.064,6.37,3.25,20001222
603766,隆鑫通用,摩托车,重庆,20.44,80467.25,83776.82,870907.0,426033.19,200030.75,116756.22,1.39,0.235,6.58,2.92,20120810
002382,蓝帆医疗,医疗保健,山东,29.48,48082.94,49440.0,150420.95,77618.4,50674.9,59525.51,1.2,0.09,2.49,4.28,20100402
000027,深圳能源,火力发电,深圳,30.98,396449.16,396449.16,5789394.5,1522902.5,1944361.25,431999.91,1.09,0.051,5.4,1.18,19930903
600346,*ST橡塑,化工机械,辽宁,24.69,66778.68,282568.69,1701830.0,895407.31,715840.56,0.0,0.0,0.08,1.26,4.49,20010820
002586,围海股份,建筑施工,浙江,432.02,69188.95,72812.65,418176.56,201549.92,20338.99,41947.01,0.58,0.005,2.19,4.2,20110602
002424,贵州百灵,中成药,贵州,50.62,73166.13,141120.0,389872.81,293918.25,60237.63,14592.61,0.1,0.08,1.96,8.3,20100603
002499,科林环保,环境保护,江苏,269.11,12835.7,18900.0,104243.86,63501.1,24694.43,35115.26,1.86,0.018000000000000002,3.71,5.14,20101109
000878,云南铜业,铜,云南,0.0,141639.2,141639.88,2511228.0,1276951.38,750071.44,439830.41,3.11,-0.06,3.86,2.56,19980602
600890,中房股份,区域地产,北京,0.0,57919.48,57919.48,35346.12,22396.25,1179.99,2033.78,0.04,-0.013999999999999999,0.55,20.41,19960318
603718,海利生物,生物制药,上海,84.31,30493.4,64400.0,132587.7,81616.78,29627.27,48294.34,0.75,0.044000000000000004,1.48,9.98,20150515
002625,龙生股份,汽车配件,浙江,359.79,18799.72,30075.41,71480.81,22400.25,23653.93,3791.68,0.13,0.028999999999999998,1.79,23.11,20111103
300056,三维丝,环境保护,福建,154.31,21756.66,37419.73,269337.69,148705.8,25468.13,74902.11,2.0,0.027000000000000003,3.46,4.86,20100226
002683,宏大爆破,化工原料,广东,0.0,47332.92,70148.79,411798.28,266237.88,70988.56,88823.88,1.27,-0.051,3.29,2.35,20120612
002509,天广消防,专用机械,福建,59.14,63244.62,155780.8,509123.91,261492.16,54825.32,286522.09,1.84,0.040999999999999995,2.67,3.67,20101123
000301,东方市场,综合类,江苏,34.6,121823.64,121823.64,457945.19,123959.27,25335.13,63657.85,0.52,0.03,2.68,1.57,20000529
600973,宝胜股份,电气设备,江苏,46.24,41437.08,56579.28,999626.63,774790.31,156885.81,190883.73,3.37,0.068,6.04,2.08,20040802
002643,万润股份,化工原料,山东,52.95,30993.9,33987.12,386097.94,189086.22,99982.93,162986.06,4.8,0.264,7.88,7.09,20111220
002420,毅昌股份,塑料,广东,0.0,38724.5,40100.0,406789.34,274514.59,89795.95,80793.75,2.01,-0.027000000000000003,4.07,2.06,20100601
002247,帝龙新材,装修装饰,浙江,171.15,45369.41,81742.46,132057.17,85011.36,30873.8,42903.26,0.52,0.018000000000000002,2.05,6.13,20080612
601717,郑煤机,工程机械,河南,115.6,137788.78,162112.2,1198702.75,879893.88,140796.52,349334.38,2.15,0.012,5.87,0.95,20100803
002098,浔兴股份,服饰,福建,166.67,31000.0,35800.0,142778.91,62228.1,52163.65,30951.34,0.86,0.017,2.93,3.81,20061222
000687,华讯方舟,通信设备,河北,74.86,53157.42,75736.84,286968.91,158170.17,5876.73,75689.96,1.0,0.06,1.53,11.82,19970221
002201,九鼎新材,玻璃,江苏,433.22,21766.63,25574.41,233852.41,65082.05,136226.38,44454.71,1.74,0.006999999999999999,3.45,3.62,20071226
600747,大连控股,元器件,辽宁,0.0,106432.84,146432.84,257723.91,229452.5,8265.28,99619.9,0.68,-0.009000000000000001,1.39,2.99,19960916
601567,三星医疗,电器仪表,浙江,72.57,100812.0,141904.59,822138.19,377590.5,80109.36,46375.8,0.33,0.048,2.6,5.33,20110615
601799,星宇股份,汽车配件,江苏,36.9,23965.0,23965.0,350928.09,252623.95,77215.43,121754.07,5.08,0.314,9.06,5.11,20110201
000856,*ST冀装,机械基件,河北,0.0,22700.0,22700.0,221950.77,161853.3,19968.25,35812.96,1.58,-0.10300000000000001,0.95,12.37,19980813
601339,百隆东方,纺织,浙江,23.47,150000.0,150000.0,1058574.88,556806.0,315395.66,235926.55,1.57,0.066,4.55,1.37,20120612
600338,西藏珠峰,铅锌,西藏,38.91,15833.33,65300.73,129976.82,49176.8,52128.1,2236.43,0.03,0.19,1.04,28.5,20001227
603800,道森股份,专用机械,江苏,0.0,5200.0,20800.0,120174.38,57887.78,24616.45,50241.01,2.42,-0.096,4.67,6.45,20151210
600378,天科股份,化工原料,四川,1025.84,29719.33,29719.33,96363.3,66048.82,28622.98,15308.55,0.52,0.003,2.47,5.53,20010111
000972,中基健康,食品,新疆,0.0,77128.35,77128.35,239118.75,106840.88,94891.81,107309.3,1.39,-0.028999999999999998,1.38,3.96,20000926
600728,佳都科技,软件服务,广东,0.0,104182.5,152957.42,403054.81,337453.06,7506.67,205467.63,1.34,-0.006999999999999999,1.65,5.37,19960716
300251,光线传媒,影视音像,北京,37.63,275162.16,293360.84,811777.81,371068.47,2647.09,284762.0,0.97,0.07200000000000001,2.33,4.69,20110803
300178,腾邦国际,旅游服务,深圳,58.73,52070.44,55548.05,346759.38,258626.84,18278.68,35526.05,0.64,0.075,2.56,6.92,20110215
600356,恒丰纸业,造纸,黑龙江,30.99,29873.14,29873.14,264048.88,149962.25,89622.21,92567.02,3.1,0.08199999999999999,6.56,1.55,20010419
000419,通程控股,百货,湖南,27.48,54329.0,54358.26,362060.28,174332.77,104684.46,41739.53,0.77,0.062,3.45,1.97,19960816
601985,中国核电,新型电力,北京,26.05,424125.0,1556543.0,26144710.0,3122729.75,11035896.0,1289477.88,0.83,0.065,2.48,2.73,20150610
601368,绿城水务,水务,广西,35.18,29420.26,73581.09,698337.0,133699.06,323615.13,90107.85,1.22,0.091,3.6,3.57,20150612
300183,东软载波,软件服务,山东,52.41,25389.18,45326.48,248693.55,186874.31,1482.07,87332.11,1.93,0.128,5.11,5.27,20110222
300162,雷曼股份,元器件,深圳,181.25,21808.91,34978.71,125066.22,67878.17,21538.07,62311.76,1.78,0.028999999999999998,3.07,6.79,20110113
002557,洽洽食品,食品,安徽,25.61,50700.0,50700.0,437661.44,301277.97,96282.34,158793.94,3.13,0.184,5.81,3.24,20110302
002236,大华股份,电器仪表,浙江,43.04,170870.7,289974.88,1104059.75,937663.19,60847.73,57280.23,0.2,0.07400000000000001,2.28,5.61,20080520
002614,蒙发利,医疗保健,福建,740.16,28399.44,55495.5,381296.59,254883.02,57177.26,112069.36,2.02,0.004,4.21,2.72,20110909
002218,拓日新能,半导体,深圳,49.57,60785.87,61817.1,435344.59,164397.25,220596.66,193393.17,3.13,0.044000000000000004,4.27,2.05,20080228
002113,天润控股,农药化肥,湖南,1639.06,11836.33,18862.0,11232.38,1877.81,87.97,13746.0,0.73,0.004,0.77,35.64,20070208
600007,中国国贸,园区开发,北京,26.82,100728.25,100728.25,1055722.38,63459.38,112947.11,187251.86,1.86,0.175,5.78,3.25,19990312
000627,天茂集团,化工原料,湖北,9.89,135357.8,425919.47,11119830.0,2817756.0,51992.0,691747.13,1.62,0.24,2.97,2.48,19961112
002560,通达股份,电气设备,河南,104.35,26527.81,42818.14,246779.77,145070.38,25796.26,97792.11,2.28,0.024,3.37,2.97,20110303
002184,海得控制,软件服务,上海,152.95,13438.62,23939.34,185254.02,148690.38,20568.65,25726.84,1.07,0.038,3.74,6.25,20071116
002119,康强电子,半导体,浙江,128.38,20620.0,20620.0,147056.86,70073.81,55253.4,24444.63,1.19,0.036000000000000004,3.2,5.84,20070302
000408,*ST金源,商贸代理,河北,3171.05,25230.06,25230.15,45962.96,36607.07,1993.89,14367.8,0.57,0.001,0.3,48.48,19960628
002200,云投生态,环境保护,云南,824.86,10782.91,18413.28,286637.22,233604.97,12097.03,77252.6,4.2,0.005,4.44,4.05,20071221
002228,合兴包装,广告包装,福建,61.64,103868.81,104297.22,299778.63,162657.88,86333.65,68337.78,0.66,0.022000000000000002,1.52,3.48,20080508
002027,分众传媒,软件服务,广东,49.1,20489.35,436841.69,1280591.75,1144516.13,28431.51,18293.81,0.04,0.16,1.27,22.9,20040804
002241,歌尔股份,元器件,山东,55.17,126816.97,152661.16,1818912.0,911695.88,604802.5,204190.95,1.34,0.129,6.3,4.52,20080522
603558,健盛集团,纺织,浙江,33.33,11550.0,37050.0,231430.0,147795.98,46826.92,108168.27,2.92,0.15,4.88,3.53,20150127
002006,精功科技,专用机械,浙江,173.98,44290.58,45516.0,158869.66,106217.95,26324.7,26953.47,0.59,0.019,1.92,6.89,20040625
300310,宜通世纪,通信设备,广东,87.5,21682.5,44393.01,326510.0,208886.02,8994.23,163408.84,3.68,0.091,5.05,6.3,20120425
600229,城市传媒,出版业,山东,35.44,39578.62,70209.6,273308.88,175225.97,27027.44,48595.94,0.69,0.079,2.81,4.01,20000309
300182,捷成股份,软件服务,北京,64.58,61869.26,170739.91,1069207.13,404669.22,17014.72,602577.38,3.53,0.08,5.22,3.17,20110222
002516,旷达科技,纺织,江苏,41.57,55893.5,132435.0,672052.0,250230.77,334360.28,71582.38,0.54,0.036000000000000004,1.65,3.61,20101207
300359,全通教育,文教休闲,广东,327.92,25940.82,63420.14,216748.88,71793.97,3373.36,143555.05,2.26,0.021,3.06,8.85,20140121
002758,华通医药,医药商业,浙江,102.51,7941.79,14000.0,90317.5,66074.24,9408.32,29310.95,2.09,0.066,3.85,7.02,20150527
000576,广东甘化,造纸,广东,0.0,43383.87,44286.12,196241.38,98814.5,64836.44,84164.21,1.9,-0.033,2.67,5.42,19940907
000999,华润三九,中成药,深圳,18.04,97774.22,97890.0,1204398.88,524531.81,267604.0,110836.1,1.13,0.319,8.05,2.86,20000309
002522,浙江众成,塑料,浙江,200.71,40856.26,88328.21,170796.47,68380.06,68007.15,27619.49,0.31,0.023,1.55,11.92,20101210
300042,朗科科技,电脑设备,深圳,85.6,10459.07,13360.0,89459.56,63555.7,4712.22,60245.71,4.51,0.09,6.41,4.82,20100108
002322,理工环科,环境保护,浙江,219.4,15821.53,40299.87,320887.31,149042.42,22986.34,190951.77,4.74,0.02,7.12,2.49,20091218
000557,西部创业,红黄药酒,宁夏,0.0,58524.51,145837.45,534166.31,95181.24,358536.56,343115.03,2.35,-0.016,2.68,1.96,19940617
600280,中央商场,百货,江苏,44.77,114833.47,114833.47,1620067.0,1298782.75,213722.09,1277.0,0.01,0.037000000000000005,1.47,4.46,20000926
000702,正虹科技,饲料,湖南,0.0,26663.32,26663.46,69290.53,29098.25,28477.51,18257.84,0.68,-0.03,1.66,7.88,19970318
300453,三鑫医疗,医疗保健,江西,106.22,6420.64,15872.0,59087.26,30680.74,14808.55,24180.6,1.52,0.059000000000000004,3.31,7.51,20150515
002584,西陇科学,化工原料,广东,119.13,25731.78,58521.64,236676.84,155894.8,47761.5,107613.42,1.84,0.027000000000000003,2.97,4.4,20110602
000895,双汇发展,食品,河南,16.51,181741.2,330086.78,2330491.75,941245.81,1203614.13,176301.41,0.53,0.325,5.42,3.96,19981210
002393,力生制药,化学制药,天津,37.46,18178.41,18245.5,342113.66,144072.92,26436.15,169156.41,9.27,0.23399999999999999,16.51,2.12,20100423
600198,大唐电信,通信设备,北京,0.0,83942.25,88210.84,1397369.88,840777.88,81681.57,369389.81,4.19,-0.171,4.44,4.66,19981021
300349,金卡股份,电器仪表,浙江,57.1,13956.46,18000.0,122948.52,62801.55,15436.6,30662.06,1.7,0.121,5.25,5.29,20120817
600555,海航创新,旅游景点,海南,0.0,97350.0,130350.0,377350.5,214592.5,9143.32,40388.62,0.31,-0.034,1.31,4.41,20010328
600176,中国巨石,玻璃,浙江,15.25,191978.48,243215.75,2362076.25,905918.81,1244571.63,578805.13,2.38,0.14800000000000002,4.15,2.17,19990422
300505,川金诺,化工原料,云南,236.02,2335.0,9336.0,74918.81,49786.01,21816.11,27733.4,2.97,0.08,6.09,9.32,20160315
300343,联创互联,化工原料,山东,220.57,20465.39,59039.26,461597.09,136336.75,38152.44,135733.13,2.3,0.023,2.86,6.98,20120801
000521,美菱电器,家用电器,安徽,20.58,59190.98,76373.92,989636.81,760731.88,127998.17,142922.56,1.87,0.07,4.49,1.29,19931018
601106,中国一重,工程机械,黑龙江,0.0,653800.0,653800.0,3761622.5,2699535.25,620856.94,841514.81,1.29,-0.049,2.23,2.3,20100209
002740,爱迪尔,服饰,深圳,121.94,12681.58,30000.0,124534.63,118278.1,4001.13,42223.57,1.41,0.03,3.19,4.62,20150122
300367,东方网力,电脑设备,北京,146.16,37442.16,80591.75,343040.03,173460.77,13080.24,64214.55,0.8,0.040999999999999995,2.44,9.75,20140129
603609,禾丰牧业,饲料,辽宁,50.59,41839.19,83117.64,428209.69,224951.7,120509.31,10734.28,0.13,0.08199999999999999,3.29,5.06,20140808
000039,中集集团,轻工机械,深圳,25.51,126106.82,297827.84,11322772.0,4720378.0,2108264.5,311692.81,1.05,0.13,9.75,1.44,19940408
000965,天保基建,区域地产,天津,16.29,100893.71,100893.71,621089.44,516360.31,11265.86,189402.36,1.88,0.078,4.45,1.15,20000406
000016,深康佳Ａ,家用电器,深圳,319.22,159659.38,240794.55,1361018.63,1008141.5,163013.56,7820.95,0.03,0.004,1.17,3.81,19920327
002453,天马精化,化工原料,江苏,208.83,51221.33,57130.0,201736.77,85658.05,69242.81,34059.96,0.6,0.01,2.11,3.93,20100720
603828,柯利达,装修装饰,江苏,50.78,4008.0,12378.5,202993.09,178886.81,9359.35,60815.9,4.91,0.15,8.17,3.74,20150226
600839,四川长虹,家用电器,四川,23.75,460999.78,461624.44,5483124.0,3939602.75,562813.75,390646.69,0.85,0.047,2.67,1.67,19940311
600444,国机通用,塑料,安徽,0.0,10500.0,14642.19,81393.4,53422.41,24288.63,40221.51,2.75,-0.052000000000000005,2.18,8.74,20040219
000930,中粮生化,农业综合,安徽,0.0,96441.1,96441.1,591787.0,211872.42,235721.66,90302.13,0.94,-0.032,1.46,7.42,19990712
603566,普莱柯,生物制药,河南,38.29,16211.82,32000.0,154511.47,100405.38,24909.55,57297.91,1.79,0.13699999999999998,4.32,4.85,20150518
000516,国际医学,百货,陕西,52.15,193481.25,197104.94,517341.09,249282.52,148367.44,146278.73,0.74,0.027000000000000003,1.71,3.33,19930809
600868,梅雁吉祥,水力发电,广东,85.72,189814.88,189814.88,256848.77,22192.11,175336.31,41265.53,0.22,0.013000000000000001,1.15,3.88,19940912
300382,斯莱克,专用机械,江苏,76.38,3167.83,11712.13,86410.7,55861.45,13575.05,17341.03,1.48,0.11599999999999999,5.58,6.37,20140129
300243,瑞丰高材,化工原料,山东,94.96,13308.37,20615.59,125334.6,73604.25,25839.15,4169.23,0.2,0.038,2.3,6.32,20110712
002107,沃华医药,中成药,山东,87.75,34891.35,36075.6,67572.18,35669.18,21333.0,0.0,0.0,0.043,1.36,11.14,20070124
000558,莱茵体育,文教休闲,浙江,196.57,76455.92,85948.27,260624.55,181246.38,26060.09,51013.51,0.59,0.019,1.51,10.06,19940509
600432,*ST吉恩,小金属,吉林,0.0,81112.15,160372.39,1769447.75,615683.31,896239.38,625205.69,3.9,-0.122,3.15,2.21,20030905
