code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
300197,铁汉生态,环境保护,深圳,0.0,52581.57,101310.24,884937.88,546541.75,51886.98,273417.97,2.7,-0.004,4.68,2.71,20110329
600741,华域汽车,汽车配件,上海,8.4,258320.02,315272.41,9874564.0,6144431.5,1298677.25,1251462.0,3.97,0.45299999999999996,11.4,1.33,19960826
600114,东睦股份,机械基件,浙江,50.02,37571.55,39076.55,246219.2,98168.11,94094.18,85525.61,2.19,0.08900000000000001,4.02,4.43,20040511
002332,仙琚制药,生物制药,浙江,114.83,46760.44,61080.8,337870.44,195877.22,94205.15,118396.8,1.94,0.022000000000000002,3.53,2.9,20100112
000573,粤宏远Ａ,区域地产,广东,158.24,62217.32,62275.55,294843.94,188470.95,7718.18,55476.16,0.89,0.012,2.43,3.17,19940815
603168,莎普爱思,化学制药,浙江,34.55,10060.59,16337.5,136830.38,50697.1,47388.39,29834.48,1.83,0.32,5.78,7.64,20140702
600027,华电国际,火力发电,山东,7.21,594005.63,986297.69,20489940.0,2277534.5,13564957.0,1314932.13,1.33,0.184,4.47,1.19,20050203
300089,文化长城,陶瓷,广东,210.93,21629.64,37500.0,118411.67,59558.23,15633.57,48589.43,1.3,0.013000000000000001,2.15,4.99,20100625
600079,人福医药,化学制药,湖北,34.72,103099.32,128604.9,2010007.25,985763.13,427973.91,378600.34,2.94,0.11599999999999999,6.16,2.61,19970606
002523,天桥起重,工程机械,湖南,119.03,45349.78,84323.85,272285.5,192673.8,45516.43,90971.6,1.08,0.011000000000000001,2.1,2.6,20101210
600272,开开实业,服饰,上海,227.95,16000.0,24300.0,103773.21,37682.12,17214.51,1340.93,0.06,0.018000000000000002,2.17,7.62,20010228
601998,中信银行,银行,北京,6.08,3190516.5,4893479.5,547775808.0,0.0,1567800.0,5863600.0,1.2,0.22899999999999998,6.72,0.83,20070427
002624,完美环球,影视音像,浙江,590.44,27834.59,131460.98,420169.31,365370.88,718.17,2343.5,0.02,0.04,2.12,17.06,20111028
601011,宝泰隆,焦炭加工,黑龙江,854.2,130874.56,136750.0,794420.81,122592.97,151861.23,211757.95,1.55,0.002,3.11,1.84,20110309
600634,中技控股,其他建材,上海,2552.71,39797.87,57573.21,601426.13,279027.41,78737.15,112269.46,1.95,0.001,4.33,3.32,19930304
600795,国电电力,火力发电,辽宁,7.89,1965039.75,1965039.75,25349600.0,1809023.75,17602492.0,640570.38,0.33,0.09300000000000001,2.51,1.16,19970318
600987,航民股份,纺织,浙江,20.7,63531.0,63531.0,414630.75,234677.45,150742.52,10369.91,0.16,0.145,4.48,2.67,20040809
600016,民生银行,银行,北京,6.04,2955177.0,3648535.0,482079808.0,0.0,3672500.0,6474400.0,1.77,0.376,8.52,1.07,20001219
000501,鄂武商Ａ,百货,湖北,8.88,50719.92,59183.44,1815773.25,432659.09,730022.63,140946.52,2.38,0.5,9.88,1.55,19921120
603029,天鹅股份,专用机械,山东,428.91,2334.0,9334.0,79601.56,40607.93,19461.07,7213.1,0.77,0.026000000000000002,7.27,6.03,20160427
600568,中珠控股,区域地产,湖北,83.52,50660.44,63736.85,660697.94,368661.66,52104.96,310830.19,4.88,0.05,6.85,2.33,20010518
600162,香江控股,全国地产,深圳,24.78,76781.27,159645.75,1684778.38,1414783.0,53219.25,205006.61,1.28,0.065,2.83,2.29,19980609
600259,广晟有色,小金属,海南,0.0,25830.58,26212.25,340587.31,244580.52,35591.37,76105.35,2.9,-0.25,1.78,34.74,20000525
002526,山东矿机,工程机械,山东,0.0,41906.57,53400.0,296452.72,194333.63,55044.46,111528.95,2.09,-0.006999999999999999,3.16,3.14,20101217
600329,中新药业,中成药,天津,26.84,53620.37,76887.29,629283.94,420752.31,77764.8,130748.01,1.7,0.156,5.24,3.19,20010606
002061,*ST江化,化工原料,浙江,0.0,45325.96,45325.96,247587.2,67823.25,149487.02,54894.88,1.21,-0.026000000000000002,1.92,3.51,20060816
000685,中山公用,水务,广东,18.4,99745.07,147511.14,1454139.88,198077.16,159392.38,208584.69,1.41,0.138,7.35,1.39,19970123
000625,长安汽车,汽车整车,重庆,6.11,338752.28,466288.63,9478761.0,5383208.0,1363044.75,322748.94,0.69,0.573,7.94,1.76,19970610
600462,九有股份,造纸,深圳,0.0,53378.0,53378.0,37985.1,28760.22,1217.95,64311.7,1.2,-0.002,0.53,13.24,20030903
600638,新黄浦,区域地产,上海,66.41,56116.39,56116.39,1011602.31,776853.31,1008.64,102758.4,1.83,0.054000000000000006,6.48,2.2,19930326
300325,德威新材,塑料,江苏,151.56,31775.24,40682.89,291146.47,225450.34,21611.74,63061.21,1.55,0.03,3.57,5.17,20120601
300200,高盟新材,化工原料,北京,46.84,20397.48,21360.0,83687.43,60784.43,19826.97,41798.75,1.96,0.08,3.68,4.1,20110407
600369,西南证券,证券,重庆,31.11,464510.91,564510.94,7260552.0,0.0,31725.65,774519.5,1.37,0.061,3.2,2.37,20010109
600169,太原重工,工程机械,山西,0.0,242395.5,242395.5,2775639.5,1986984.38,490060.19,122943.21,0.51,-0.092,2.15,1.77,19980904
600650,锦江投资,公共交通,上海,85.69,39056.01,55161.01,467302.91,102955.3,110296.02,39561.23,0.72,0.08900000000000001,6.0,5.11,19930607
601139,深圳燃气,供气供热,深圳,19.89,217903.02,217903.02,1567965.75,402232.91,619981.13,247350.22,1.14,0.09699999999999999,3.37,2.28,20091225
000020,深华发Ａ,元器件,深圳,2895.49,18116.53,28316.11,60573.98,41380.87,10822.46,14628.36,0.52,0.002,1.1,17.45,19920428
601991,大唐发电,火力发电,北京,18.89,999436.0,1331003.75,30115828.0,2042762.38,18233952.0,1085467.25,0.82,0.051,3.43,1.13,20061220
000996,中国中期,公路,北京,431.81,23000.0,23000.0,67878.42,7931.75,5374.83,25696.5,1.12,0.011000000000000001,2.57,7.57,20000718
002429,兆驰股份,家用电器,深圳,30.03,158769.41,160152.39,911352.31,584077.13,105892.65,48882.07,0.31,0.065,3.08,2.54,20100610
600004,白云机场,机场,广东,10.05,115000.0,115000.0,1613577.0,396702.81,730186.19,378533.88,3.29,0.301,8.95,1.35,20030428
600340,华夏幸福,区域地产,河北,13.91,264575.94,295494.66,18600864.0,16981388.0,234492.25,704562.69,2.38,0.44,7.35,3.33,20031230
002126,银轮股份,汽车配件,浙江,26.78,60161.89,72108.0,419562.16,222572.05,87160.53,81140.88,1.13,0.078,2.9,2.88,20070418
002588,史丹利,农药化肥,山东,24.4,71156.47,116606.34,598239.25,299556.59,149243.0,89516.31,0.77,0.13,3.25,3.9,20110610
600831,广电网络,影视音像,陕西,35.75,56343.85,56343.85,543018.88,95339.93,355397.09,43285.98,0.77,0.08900000000000001,3.47,3.65,19940224
000826,启迪桑德,环境保护,湖北,32.59,84706.97,85429.75,1736711.63,673236.44,107775.72,218919.52,2.56,0.228,8.21,3.62,19980225
600641,万业企业,区域地产,上海,37.96,80615.88,80615.88,686841.63,657272.63,274.61,19126.48,0.24,0.085,4.68,2.74,19930407
601633,长城汽车,汽车整车,河北,8.23,602772.88,912726.88,7039321.0,3799995.25,2184517.25,141123.09,0.15,0.263,4.47,1.93,20110928
600020,中原高速,路桥,河南,15.17,224737.19,224737.19,4843541.0,495633.25,1747377.25,174895.22,0.78,0.07200000000000001,5.46,0.8,20030808
300291,华录百纳,影视音像,北京,97.64,47089.3,70853.86,490553.81,261924.7,1096.64,245160.22,3.46,0.055999999999999994,5.53,3.97,20120209
600590,泰豪科技,电气设备,江西,125.3,50200.57,66696.04,798760.44,491063.19,78848.46,246290.09,3.69,0.026000000000000002,5.62,2.36,20020703
600885,宏发股份,电气设备,湖北,30.72,53197.25,53197.25,575806.56,330436.47,128450.05,66337.21,1.25,0.252,5.73,5.41,19960205
002400,省广股份,广告包装,广东,37.86,109706.1,117613.46,796731.0,520119.31,3094.61,3768.03,0.03,0.08800000000000001,2.17,6.13,20100506
000404,华意压缩,专用机械,江西,24.71,55839.6,55962.39,721427.56,542284.56,130847.61,110347.9,1.97,0.09,4.09,2.17,19960619
600508,上海能源,煤炭开采,上海,439.81,72271.79,72271.79,1402487.38,250746.3,624232.5,91103.17,1.26,0.005,11.09,0.81,20010829
600881,亚泰集团,水泥,吉林,0.0,189473.2,259994.56,5211699.5,2776490.0,1261577.5,614034.31,2.36,-0.062,4.33,1.08,19951115
600107,美尔雅,服饰,湖北,0.0,36000.0,36000.0,129438.22,84112.42,16324.54,15956.38,0.44,-0.012,1.45,13.26,19971106
000623,吉林敖东,中成药,吉林,14.92,80692.95,89443.84,1993440.38,306320.0,177002.95,406563.41,4.55,0.406,19.49,1.24,19961028
300383,光环新网,电信运营,北京,102.45,35179.57,72317.57,614086.81,62207.53,218488.95,1097.31,0.02,0.083,1.51,22.61,20140129
600131,岷江水电,水力发电,四川,28.24,39736.69,50412.51,243259.95,13947.07,127755.2,4714.3,0.09,0.087,1.89,5.2,19980402
600917,重庆燃气,供气供热,重庆,40.2,15600.0,155600.0,802159.56,291159.94,266959.44,99251.15,0.64,0.061,2.31,4.25,20140930
601169,北京银行,银行,北京,6.21,1267223.0,1267223.0,190505600.0,0.0,737900.0,2612800.0,2.06,0.41600000000000004,9.61,1.08,20070919
601668,中国建筑,建筑施工,北京,6.11,2989972.75,3000000.0,108281344.0,83713800.0,2451034.25,2352876.25,0.78,0.213,5.82,0.89,20090729
000429,粤高速Ａ,路桥,广东,13.2,46866.89,125711.77,1213185.5,137709.0,643909.81,153477.77,1.22,0.10099999999999999,4.15,1.29,19980220
601233,桐昆股份,化纤,浙江,21.29,96360.0,123193.63,1618564.5,625582.06,882572.0,282727.84,2.29,0.127,7.37,1.47,20110518
600112,天成控股,电气设备,贵州,289.76,50920.48,50920.48,241742.67,87176.9,35033.96,46326.03,0.91,0.009000000000000001,2.29,4.78,19971127
600080,金花股份,中成药,陕西,274.83,30529.58,30529.58,125824.7,47669.87,37185.4,25259.85,0.83,0.01,3.43,3.19,19970612
600023,浙能电力,火力发电,浙江,12.67,298759.97,1360069.0,10381010.0,2261526.25,5550855.0,2341981.25,1.72,0.10800000000000001,4.17,1.32,20131219
300287,飞利信,软件服务,北京,77.2,71718.25,143527.38,556666.56,256887.84,18803.99,129136.22,0.9,0.036000000000000004,2.44,4.51,20120201
600257,大湖股份,渔业,湖南,209.36,42705.0,42705.0,152391.09,83731.81,19560.7,12040.44,0.28,0.013000000000000001,1.76,6.34,20000612
600647,同达创业,综合类,上海,1328.03,13914.36,13914.36,53209.07,41500.7,2014.73,68.08,0.0,0.004,1.95,11.48,19930504
002110,三钢闽光,普钢,福建,30.28,53470.0,91768.78,735513.38,260372.16,411870.97,70618.5,0.77,0.047,3.16,1.8,20070126
600036,招商银行,银行,深圳,6.03,2062894.5,2521984.5,543204224.0,0.0,3083500.0,6752300.0,2.68,0.728,15.03,1.17,20020409
600309,万华化学,化工原料,山东,21.6,216233.45,216233.45,4901945.5,1171747.5,2563984.0,4850.0,0.02,0.205,5.36,3.31,20010105
300498,温氏股份,农业综合,广东,12.75,30951.89,435029.69,3434262.5,1615446.88,947389.5,654151.81,1.5,0.711,5.87,6.18,20151102
002508,老板电器,家用电器,浙江,40.69,70980.75,73005.67,525113.56,421539.09,86348.18,83775.9,1.15,0.223,4.62,7.87,20101123
603898,好莱客,家居用品,广东,162.59,8723.4,29400.0,112319.57,55292.01,44297.39,22899.28,0.78,0.047,3.27,9.33,20150217
601699,潞安环能,煤炭开采,山西,216.7,299140.91,299140.91,5132563.0,1754889.25,1367256.13,143935.84,0.48,0.006999999999999999,6.03,1.02,20060922
600291,西水股份,保险,内蒙,91.67,38400.0,109306.43,27941866.0,0.0,53270.3,595287.75,5.45,0.06,10.2,1.81,20000731
000088,盐 田 港,港口,深圳,41.08,194214.56,194220.0,787610.13,152199.81,16053.01,71086.15,0.37,0.039,2.87,2.21,19970728
002475,立讯精密,元器件,深圳,45.32,186973.16,188621.5,1150071.25,667266.5,279314.19,190415.22,1.01,0.106,3.04,6.3,20100915
002293,罗莱生活,纺织,江苏,20.61,69948.82,70181.54,358592.59,256568.77,38874.94,34557.98,0.49,0.155,3.8,3.37,20090910
000900,现代投资,路桥,湖南,13.55,101042.22,101188.54,2072137.63,671182.75,273211.34,97130.86,0.96,0.121,6.99,0.94,19990128
600783,鲁信创投,矿物制品,山东,93.94,74435.92,74435.92,522543.31,102908.99,9516.91,111167.11,1.49,0.055,4.57,4.48,19961225
002520,日发精机,机床制造,浙江,150.82,46889.32,55408.89,236757.91,182852.61,35663.26,115258.55,2.08,0.023,3.01,4.65,20101210
600123,兰花科创,煤炭开采,山西,0.0,114240.0,114240.0,2296957.5,634460.5,433532.44,39298.4,0.34,-0.132,8.33,0.84,19981217
600184,光电股份,玻璃,湖北,4462.41,41876.07,50876.07,390336.25,285392.44,55116.17,135461.47,2.66,0.001,4.41,4.84,20031106
002690,美亚光电,专用机械,安徽,97.51,32647.96,67600.0,217357.27,185203.3,22346.68,39673.51,0.59,0.055,2.9,7.42,20120731
600011,华能国际,火力发电,北京,7.04,1050000.0,1520038.38,29790438.0,3097703.5,19315026.0,1825077.75,1.2,0.26,5.51,1.33,20011206
300209,天泽信息,软件服务,江苏,544.52,20331.86,29212.23,100197.75,61317.38,11231.55,53353.98,1.83,0.01,3.7,6.13,20110426
002176,江特电机,电气设备,江西,151.54,115012.21,146918.2,945798.19,412268.34,131411.0,278797.59,1.9,0.025,3.15,4.81,20071012
000488,晨鸣纸业,造纸,山东,9.15,110503.72,193640.55,8393717.0,4012846.5,2532439.75,614915.0,3.18,0.18,10.09,0.75,20001120
002539,新都化工,农药化肥,四川,75.2,39740.94,101010.0,891789.69,361153.69,380835.94,113637.7,1.13,0.051,3.0,5.09,20110118
002572,索菲亚,家居用品,广东,114.13,27214.59,44097.8,291548.56,116869.92,101628.05,84905.21,1.93,0.11900000000000001,4.85,11.24,20110412
002193,山东如意,纺织,山东,156.04,15994.95,16000.0,186649.7,89268.46,41261.2,22275.36,1.39,0.025,4.31,3.63,20071207
600771,广誉远,中成药,青海,217.39,24380.83,27780.83,108342.15,87069.28,5178.58,102353.93,3.68,0.028999999999999998,2.6,9.73,19961105
002412,汉森制药,中成药,湖南,44.06,28677.5,29600.0,133092.86,59448.32,45138.95,40335.65,1.36,0.096,4.08,4.15,20100525
000001,平安银行,银行,深圳,6.07,1463118.0,1717041.13,268115504.0,0.0,465000.0,5932600.0,3.46,0.354,10.92,0.79,19910403
002333,罗普斯金,铝,江苏,0.0,48496.96,50260.35,176749.59,63029.71,63046.11,70568.82,1.4,-0.009000000000000001,2.92,3.18,20100112
600621,华鑫股份,全国地产,上海,10.35,52408.23,52408.23,372482.5,214510.0,14198.15,21753.25,0.42,0.22899999999999998,3.78,2.51,19921202
002047,宝鹰股份,装修装饰,深圳,57.46,68241.78,126310.14,692666.0,583628.06,14064.49,105395.72,0.83,0.043,1.97,4.97,20050531
600967,北方创业,运输设备,内蒙,0.0,82282.79,82282.79,315795.53,207369.59,51405.17,71455.93,0.87,-0.057,2.69,3.69,20040518
600015,华夏银行,银行,北京,6.01,1068557.25,1068557.25,209445696.0,0.0,1111400.0,2876200.0,2.69,0.415,13.29,0.75,20030912
300321,同大股份,塑料,山东,109.57,8187.68,8880.0,67232.63,28895.9,29165.9,28246.33,3.18,0.07400000000000001,6.38,5.06,20120523
600398,海澜之家,服饰,江苏,12.71,153121.95,449275.78,2441686.0,1958220.25,257547.22,201740.47,0.45,0.213,2.06,5.27,20001228
000040,宝安地产,全国地产,深圳,44.45,46458.33,46959.33,686869.5,635958.56,6699.4,27835.58,0.59,0.064,2.89,3.91,19940808
300062,中能电气,电气设备,福建,75.19,7892.18,15400.0,261183.95,199226.98,20281.34,36077.14,2.34,0.078,5.06,4.63,20100319
000673,当代东方,影视音像,山西,201.46,41489.46,79333.5,258929.7,161211.7,536.93,181371.02,2.29,0.015,2.67,4.4,19970124
600388,龙净环保,环境保护,福建,43.18,106905.0,106905.0,1367170.38,1188260.63,90952.9,52246.46,0.49,0.07200000000000001,3.4,3.63,20001229
000723,美锦能源,焦炭加工,山西,0.0,19486.13,228107.34,1423609.63,571141.44,689599.44,359014.09,1.57,-0.023,2.72,4.6,19970515
600276,恒瑞医药,化学制药,江苏,33.62,233960.31,234776.3,1220462.75,998607.19,150006.44,43673.34,0.19,0.29100000000000004,4.53,8.66,20001018
600177,雅戈尔,服饰,浙江,3.62,222661.17,255817.67,6354482.0,2596013.5,383393.13,26873.9,0.11,1.1,9.02,1.53,19981119
300147,香雪制药,中成药,广东,73.13,66021.42,66147.63,469313.5,188363.19,146510.22,213441.77,3.23,0.048,5.2,2.68,20101215
600560,金自天正,电气设备,北京,105.08,22364.55,22364.55,181071.19,146572.94,14563.44,20672.05,0.92,0.036000000000000004,3.24,4.64,20020919
000042,中洲控股,全国地产,深圳,58.58,47884.69,66483.11,2777518.5,2346444.25,145382.44,248942.34,3.74,0.067,8.53,1.85,19940921
000666,经纬纺机,纺织机械,北京,61.01,29347.88,70413.0,2732100.0,1819801.25,187403.44,190895.2,2.71,0.077,8.7,2.17,19961210
601336,新华保险,保险,北京,15.67,208543.94,311954.66,66467596.0,0.0,442000.0,2396400.0,7.68,0.639,18.35,2.18,20111216
000590,启迪古汉,中成药,湖南,88.91,22323.61,22333.13,59968.31,25116.24,14374.65,15244.8,0.68,0.06,0.98,21.88,19960119
002791,坚朗五金,其他建材,广东,0.0,4436.0,21436.0,303133.84,248502.13,29078.4,108041.02,5.04,-0.006,10.51,4.8,20160329
603288,海天味业,食品,广东,24.44,26946.0,270624.59,1131763.0,693276.13,320013.09,133926.63,0.49,0.299,2.94,9.96,20140211
002739,万达院线,影视音像,北京,47.51,40600.0,117429.5,1566050.63,438267.91,159906.02,459088.41,3.91,0.395,8.24,9.1,20150122
603919,金徽酒,白酒,甘肃,23.41,7000.0,28000.0,226223.05,101731.53,67525.71,73797.81,2.64,0.4,5.4,5.72,20160310
603918,金桥信息,软件服务,上海,0.0,12334.4,17600.0,68912.43,60846.06,5393.49,20950.43,1.19,-0.03,2.6,13.09,20150528
603899,晨光文具,文教休闲,上海,27.95,22400.0,92000.0,298377.5,205218.38,71018.06,73240.77,0.8,0.159,2.51,7.05,20150127
603889,新澳股份,纺织,浙江,32.17,14056.7,32462.0,146967.77,88715.68,39746.35,41289.18,1.27,0.09699999999999999,3.39,3.67,20141231
603838,四通股份,陶瓷,广东,72.02,3334.0,13334.0,73265.77,54347.35,9638.87,27323.55,2.05,0.113,4.79,6.79,20150701
603808,歌力思,服饰,深圳,76.41,5253.47,16564.86,185380.41,136705.31,21257.76,106218.13,6.41,0.14400000000000002,9.3,4.73,20150422
603703,盛洋科技,电气设备,浙江,328.07,9591.87,22970.0,72788.65,43561.34,22250.57,22414.93,0.98,0.023,2.32,13.23,20150423
603611,诺力股份,运输设备,浙江,33.91,9302.5,16000.0,135204.91,98277.0,22139.2,23726.67,1.48,0.187,5.62,4.52,20150128
603519,立霸股份,家用电器,江苏,47.91,7687.95,16000.0,86255.18,73903.5,8457.45,26148.0,1.63,0.114,4.21,5.2,20150319
603268,松发股份,陶瓷,广东,105.64,4114.0,8800.0,66707.75,48800.9,10753.76,24328.34,2.76,0.102,6.18,6.95,20150319
603111,康尼机电,运输设备,江苏,48.89,37880.0,73838.32,241574.47,198815.88,30827.98,47836.43,0.65,0.067,1.62,8.11,20140801
601989,中国重工,船舶,北京,134.03,1795785.5,1836166.5,18908102.0,13523789.0,3532350.5,2418281.5,1.32,0.012,3.1,1.99,20091216
601929,吉视传媒,影视音像,吉林,29.6,311080.13,311080.13,952825.19,229523.16,386385.06,90316.13,0.29,0.034,1.95,2.04,20120223
601900,南方传媒,出版业,广东,32.64,16910.0,81910.0,808987.31,562642.44,62379.05,108386.42,1.32,0.16,4.17,4.24,20160215
601898,中煤能源,煤炭开采,北京,0.0,915200.06,1325866.38,25466112.0,5857876.0,8630327.0,3755553.5,2.83,-0.017,6.27,0.75,20080201
601766,中国中车,运输设备,北京,31.2,2291769.25,2728875.75,31866278.0,20733660.0,5271285.5,2996710.25,1.1,0.073,3.62,2.51,20080818
601599,鹿港文化,影视音像,江苏,335.61,70287.59,89418.85,433356.19,254924.5,91414.8,172636.16,1.93,0.008,2.85,3.97,20110527
601390,中国中铁,建筑施工,北京,16.93,1709251.0,2284430.25,71779752.0,56801932.0,4557155.0,4200412.0,1.84,0.1,5.83,1.16,20071203
601333,广深铁路,铁路,深圳,20.98,565223.69,708353.69,3149695.25,555463.69,2375254.5,1156273.75,1.63,0.046,3.92,0.99,20061222
601328,交通银行,银行,上海,5.4,3925086.5,7426272.5,740441728.0,0.0,8207500.0,11339200.0,1.53,0.257,7.46,0.74,20070515
601258,庞大集团,汽车服务,河北,116.7,648011.31,648011.31,6170638.5,4377085.5,804523.0,337655.66,0.52,0.006,1.92,1.43,20110428
601168,西部矿业,铜,青海,0.0,238300.0,238300.0,2800089.5,849435.5,398131.22,526249.19,2.21,-0.040999999999999995,4.74,1.25,20070712
601005,重庆钢铁,普钢,重庆,0.0,190171.38,443602.25,3867646.0,425062.69,2999885.5,665778.5,1.5,-0.22399999999999998,0.68,3.73,20070228
600896,中海海盛,水运,海南,0.0,58131.57,87328.65,555848.25,101990.25,354451.69,187237.06,2.14,-0.09,3.79,2.78,19960503
600889,南京化纤,化纤,江苏,117.13,30706.92,30706.92,209249.67,60070.18,125122.9,22740.7,0.74,0.022000000000000002,4.57,2.23,19960308
600886,国投电力,水力发电,北京,8.98,678602.31,678602.31,18738946.0,1090329.0,12404401.0,646940.75,0.95,0.183,4.1,1.6,19960118
600877,中国嘉陵,摩托车,重庆,0.0,68728.2,68728.2,186636.16,73951.75,57326.0,9757.0,0.14,-0.124,-0.11,-66.43,19951013
600848,上海临港,园区开发,上海,1045.0,29214.14,89517.21,701336.13,542363.81,946.97,198700.84,2.22,0.004,3.49,4.42,19940324
600843,上工申贝,纺织机械,上海,44.56,30464.58,54858.96,332045.84,222187.45,35893.1,96782.97,1.76,0.077,3.28,4.19,19940311
600825,新华传媒,出版业,上海,223.66,104488.78,104488.78,395937.78,214797.77,36024.6,55529.31,0.53,0.008,2.46,3.08,19940204
600822,上海物贸,商贸代理,上海,178.97,39614.78,49597.28,461770.34,386648.56,41467.65,144310.98,2.91,0.02,0.57,24.58,19940204
600817,*ST宏盛,半导体,上海,0.0,14791.49,16091.0,34722.03,11427.46,10.18,21228.23,1.32,0.0,0.59,26.11,19940128
600796,钱江生化,农药化肥,浙江,53.67,30140.21,30140.21,105542.22,46712.87,44903.68,3758.08,0.12,0.046,1.95,5.04,19970408
600793,ST宜纸,造纸,四川,0.0,10530.0,10530.0,333237.78,36409.5,56217.26,10537.1,1.0,-0.11599999999999999,0.36,70.94,19970220
600792,云煤能源,焦炭加工,云南,0.0,95202.89,98992.35,571376.63,126262.55,258470.27,183699.97,1.86,-0.021,2.76,1.81,19970123
600768,宁波富邦,铝,浙江,0.0,13374.71,13374.71,61781.96,32805.03,21046.26,404.11,0.03,-0.079,0.27,92.07,19961111
600767,运盛医疗,医疗保健,上海,0.0,34091.01,34101.01,61126.38,40566.89,1982.93,5324.18,0.16,-0.052000000000000005,0.82,16.85,19961115
600764,中电广通,通信设备,北京,318.32,32972.69,32972.69,86116.86,27644.85,8789.62,3656.28,0.11,0.021,1.49,18.11,19961104
600751,天海投资,水运,天津,278.36,179282.2,289933.78,1276999.88,1043808.88,13016.36,1012794.5,3.49,0.005,4.19,1.46,19960909
600749,西藏旅游,旅游景点,西藏,0.0,18913.78,18913.78,174334.31,52516.73,57551.06,43987.94,2.33,-0.153,3.2,7.37,19961015
600748,上实发展,全国地产,上海,32.3,108337.09,141889.45,2939879.5,2655266.25,3300.3,359632.88,2.53,0.073,6.15,1.54,19960925
600738,兰州民百,百货,甘肃,32.78,36819.85,36886.76,204601.05,118571.9,32307.61,39990.56,1.08,0.065,3.27,2.6,19960802
600736,苏州高新,园区开发,江苏,32.06,113895.09,119429.29,2164056.75,1760421.25,156929.02,176804.19,1.48,0.08,4.19,2.05,19960815
600734,实达集团,电脑设备,福建,60.07,35110.83,59024.35,40934.65,31515.3,5184.74,12311.3,0.21,0.061,0.88,16.67,19960808
600654,中安消,软件服务,上海,107.23,75504.31,128302.1,611667.63,340066.16,38170.7,116433.8,0.91,0.043,2.31,8.04,19901219
600653,申华控股,汽车服务,上海,0.0,174638.03,194638.03,925239.63,471940.44,156211.48,34654.98,0.18,-0.045,1.14,3.43,19901219
600649,城投控股,区域地产,上海,15.09,298752.34,298752.34,4426989.5,2437220.25,26505.45,406528.25,1.36,0.23800000000000002,6.83,2.1,19930518
600640,号百控股,酒店餐饮,上海,385.51,53536.44,53536.44,369703.75,260960.09,69566.42,135762.31,2.54,0.011000000000000001,4.77,3.52,19930407
600636,三爱富,化工原料,上海,181.16,38195.05,44694.19,438442.09,215246.16,136961.81,149913.05,3.35,0.019,6.25,2.22,19930316
600633,浙报传媒,出版业,浙江,25.19,118828.75,118828.75,810230.19,242426.02,51491.37,156478.2,1.32,0.14400000000000002,3.7,3.92,19930304
600629,华建集团,建筑施工,上海,62.82,34799.98,35906.01,394114.38,337609.91,13897.12,18878.18,0.53,0.073,2.12,8.61,19930209
600614,鼎立股份,综合类,上海,72.79,111276.92,175277.38,844569.38,440488.09,131971.05,255651.91,1.46,0.027999999999999997,2.61,3.12,19920828
600581,*ST八钢,普钢,新疆,0.0,76644.89,76644.89,1801010.38,238583.66,1462876.25,104487.18,1.36,-0.584,-1.76,-3.44,20020816
600577,精达股份,电气设备,安徽,45.52,141913.13,195532.42,450084.91,302397.16,86123.63,2283.4,0.01,0.023,1.44,2.91,20020911
600576,万家文化,影视音像,浙江,289.4,47980.48,63496.85,192492.8,78766.57,1499.08,109395.7,1.72,0.019,2.72,8.2,20030220
600556,慧球科技,软件服务,广西,0.0,39479.37,39479.37,12304.63,12170.55,39.63,38802.3,0.98,-0.006999999999999999,0.08,205.5,20010807
600545,新疆城建,建筑施工,新疆,0.0,67578.57,67578.57,986805.13,774133.63,42062.87,56168.73,0.83,-0.079,3.0,2.31,20031203
600543,莫高股份,红黄药酒,甘肃,63.92,32112.0,32112.0,127815.13,65073.17,28808.05,46593.48,1.45,0.051,3.43,3.77,20040324
600540,新赛股份,种植业,新疆,0.0,46312.32,47092.32,277993.03,121661.45,75050.53,80475.07,1.71,-0.013999999999999999,2.3,3.39,20040107
600539,狮头股份,水泥,山西,0.0,23000.0,23000.0,97253.03,17835.07,68972.9,54635.78,2.38,-0.025,2.05,5.2,20010824
600511,国药股份,医药商业,北京,26.83,27764.33,47880.0,641880.19,515984.59,55700.45,10336.78,0.22,0.256,6.59,4.18,20021127
600497,驰宏锌锗,铅锌,云南,0.0,166756.09,215494.91,3405006.0,411854.97,954336.0,504153.06,2.34,-0.025,4.3,2.32,20040420
600475,华光股份,专用机械,江苏,35.96,25600.0,25600.0,491867.94,400825.41,62595.75,8955.99,0.35,0.10300000000000001,5.78,2.57,20030721
600458,时代新材,塑料,湖南,44.71,66142.21,80279.81,1301940.0,821436.88,255215.2,308872.34,3.85,0.085,5.94,2.56,20021219
600455,博通股份,软件服务,陕西,0.0,4971.77,6245.79,65460.63,13356.75,44828.15,14566.34,2.33,-0.055999999999999994,2.09,23.47,20040329
600448,华纺股份,纺织,山东,227.29,39939.37,42236.41,247378.72,130167.26,62206.65,65484.18,1.55,0.006999999999999999,1.99,3.26,20010903
600408,安泰集团,焦炭加工,山西,0.0,100680.0,100680.0,658080.25,269847.16,339399.03,146303.84,1.45,-0.11900000000000001,1.42,4.15,20030212
600385,山东金泰,黄金,山东,0.0,14277.37,14810.7,31393.76,29745.89,68.98,29904.44,2.02,-0.004,0.45,51.14,20010723
